MFCC[0],MFCC[1],MFCC[2],MFCC[3],MFCC[4],MFCC[5],MFCC[6],MFCC[7],MFCC[8],MFCC[9],MFCC[10],MFCC[11],MFCC[12],MFCC[13],MFCC[14],MFCC[15],MFCC[16],MFCC[17],MFCC[18],MFCC[19],MFCC[20],MFCC[21],MFCC[22],MFCC[23],MFCC[24],MFCC[25],MFCC[26],MFCC[27],MFCC[28],MFCC[29],MFCC[30],MFCC[31],MFCC[32],MFCC[33],MFCC[34],MFCC[35],MFCC[36],MFCC[37],MFCC[38],Spectral_Bandwidth,Spectral_Centroid,Spectral_Contrast,Spectral_Flatness,Spectral_Rolloff,Tempogram,Zero_Crossing_Rate,Label
-214.1035004,87.52732849,-32.30229187,35.73534775,-6.852690697,-34.0485878,-20.27822304,-16.72588348,-12.24791431,-11.45383453,-16.41514397,-15.20255375,-17.08428383,-5.647406578,-21.06985855,-9.035429001,-6.490516663,-17.41501236,-15.74900055,-3.884160757,-13.70795822,-9.290462494,8.907613754,5.942261696,8.870529175,17.62523651,13.50422096,9.671494484,9.915122986,9.280470848,1.528041959,3.479667902,-4.299438953,-4.852657795,-4.84665823,0.880340874,-3.492423773,-1.708645344,-7.247992516,1699.524279,1830.443236,23.6996673,0.009031559,3301.574622,0.139509513,0.092223979,2
-417.7683716,96.64788055,-5.170096397,3.991522789,-33.87568665,-8.049085617,-7.857000828,-12.0359478,-21.05626106,-9.907905579,-11.64520645,-15.74356461,-5.453617096,-9.772163391,-7.81926775,-9.820407867,-2.485786438,-9.170589447,-11.65579891,-12.66317272,-13.96631908,-2.525754929,-3.478039503,-1.852569818,-5.855778694,-2.93124795,5.839551449,0.986317098,-3.260678053,-4.559373856,-0.012859546,1.411552072,-3.091791391,-1.897378922,0.978800654,3.744206429,1.726356149,-2.909687519,0.077056505,1370.105,1808.072557,22.27526726,0.019581946,2918.049022,0.137631852,0.119783856,2
-433.8700562,106.7777939,-16.3617115,13.12952137,-31.35152245,-12.39689064,-8.562595367,-10.36533451,-20.66226387,-8.873821259,-12.13480091,-15.72230816,-6.203843117,-13.55765057,-7.703167439,-10.0826807,-4.407371521,-8.959296227,-10.83910561,-11.96461201,-12.27394199,-2.769207478,-4.076535702,-1.570106626,-7.207132339,-2.174052477,8.273034096,2.255827188,-2.489354849,-2.91760993,1.438432097,0.89259994,-3.675701141,-2.181090593,0.866282463,3.103062868,-0.591457129,-4.972208977,-1.666303992,1445.902547,1663.057923,22.34633145,0.016618233,2904.415771,0.146533172,0.105255599,2
-424.338623,107.4560623,-18.93967628,7.057936192,-32.96291351,-7.754639626,-9.508667946,-10.9507246,-18.45531082,-10.74275017,-10.6528759,-17.17158127,-6.506659031,-11.64614105,-8.055487633,-7.905210495,-5.140224457,-7.179100037,-10.57068253,-11.9647541,-9.288421631,-2.599446774,-2.871331453,-2.893111229,-10.68231487,-5.838600159,2.450684071,-3.19556427,-6.350130081,-4.199215412,2.398464441,0.977030635,-2.41598773,0.359342098,2.548219681,4.325710773,0.570590556,-3.061845541,-0.788886786,1483.170114,1782.900198,21.69183543,0.030637821,3099.814589,0.131662768,0.106588925,2
-420.6705933,46.28168488,16.81976509,23.77234459,5.454043865,8.420978546,-12.2260313,4.059744358,-18.1757412,0.852618635,-2.992376089,4.884514332,-12.82469273,7.243187428,3.286404133,-1.850596428,-0.280382544,3.691421032,-3.478209496,-0.728760898,-5.323933125,2.237124205,-7.367790222,1.271463752,-3.278773546,0.947878361,-0.59650141,0.893820047,0.228878513,1.905139089,-0.791806102,3.109275341,3.047744989,5.150105,3.945271969,3.627151966,3.645163059,1.887651443,0.987133324,2511.223619,3291.17098,18.47029701,0.058553126,5824.256816,0.086795891,0.216974741,2
-433.6408691,67.44633484,26.50203896,19.73140144,6.072551727,11.51774693,-12.61012268,4.393146515,-17.61231613,2.008138418,-5.165923119,4.12171793,-11.23272896,9.128109932,2.053643703,-2.485808611,1.572519541,1.900431275,-6.70086956,-0.056575838,-4.201252937,0.074721545,-6.182788372,0.564211547,-4.356533527,-0.048696868,-2.024070978,-1.144785047,-1.854552984,-1.870410204,-3.470143795,0.672121882,0.65525347,2.56799078,0.669983208,2.341596127,1.972375154,0.171685129,1.207315922,2537.895615,3086.565646,19.11091343,0.056183632,5576.874785,0.125130738,0.196096469,2
-368.3831787,46.94776917,19.31552124,21.03687096,1.757250547,11.52485371,-17.43852615,2.369462013,-24.35378075,3.437996387,-6.148326397,4.933805466,-13.91080284,11.89201546,0.153455064,0.14903748,-0.953187883,3.293624401,-7.719062328,1.616830468,-7.275740623,0.3378492,-6.03228569,1.057847738,-6.175731182,1.381556153,-2.02179575,2.38586235,0.944504321,4.089037895,0.770938337,3.976042032,0.11031726,2.974961042,0.778588057,3.269902229,3.649755001,1.744617343,1.936561108,2310.229807,3312.036262,19.45290529,0.040566061,5513.374318,0.121425491,0.235224677,2
-421.7625732,59.54397202,-8.344853401,29.49300766,-32.58611298,-11.50664425,-6.337114811,-8.953192711,-21.31924438,-9.814922333,-22.19559288,-20.64653778,-5.998255253,-9.872768402,-2.216879606,-7.345824718,-2.451979876,-1.797672391,-16.40938759,-6.199344158,-11.48919201,-3.576629639,1.224209547,1.585721731,-5.915613174,6.654785156,1.119344831,1.242185831,-0.872072399,-1.890164256,3.240225792,4.409311295,7.079831123,8.61290741,5.37249136,10.26501846,2.557871103,3.802598715,3.624142885,1892.137127,2575.923734,23.72681444,0.016843973,4513.522707,0.115953863,0.150287073,2
-441.4892578,61.55708313,-10.44631767,22.55312347,-29.88191223,-6.754060268,-9.28964901,-11.84024239,-16.987257,-5.269701481,-18.99943733,-19.85808182,1.11665535,-8.164762497,-3.335287571,-6.070922852,-0.249201626,-2.293528795,-15.47598839,-4.958535194,-7.895945549,-3.605821371,1.906074882,2.150824547,-5.156709671,5.904864311,-0.149815559,-0.111477219,0.004895615,-1.373734355,1.792876482,2.868518829,4.381999969,6.117182732,3.925181389,7.615147591,4.55488348,3.588862658,3.474035978,2014.969686,2635.148318,22.64232816,0.019088905,4763.287864,0.116020843,0.137590249,2
-405.9113159,82.98266602,-15.33468723,32.80661774,-36.9726181,-10.69722557,-11.76702976,-22.4897995,-23.91878319,-10.60244751,-26.53529549,-23.05227852,-1.34288013,-9.90782547,-3.276145697,-9.506649017,1.277827382,-1.234089494,-19.80470467,-7.009783745,-10.54688072,-5.429637432,-0.863213122,0.503846049,-11.18812275,2.003482819,-0.295672923,-4.091852665,-2.207386017,0.995195329,2.484844446,7.69535923,10.67247486,10.27112865,7.314202785,12.62909985,6.470218658,3.455607891,3.391069889,1609.078892,2115.637496,24.72660164,0.004572668,3695.294322,0.137133387,0.136814743,2
-429.7070313,90.79234314,-20.97847366,21.38262558,24.45474625,5.710240841,10.23084259,1.890993714,-6.599630356,-2.161459446,-3.912927866,-4.31111908,-1.168603063,-5.739438057,-1.516975999,3.380940914,-5.498845577,-11.5477581,-4.832530022,-1.719348073,-6.103534698,-5.569378376,-4.223090649,-3.981071234,-4.133786678,-4.237887859,-2.644487381,-2.473736525,-3.420855045,-1.394681692,-0.069772609,-3.639274597,-3.774943829,-1.425872087,-1.534132123,-3.74248004,-3.224577665,-1.520767212,-3.139978647,1408.126918,1886.532427,21.56686056,0.025732394,3219.638865,0.097890897,0.115087362,2
-404.4945679,98.54151917,-2.421821594,18.12341499,23.49122047,6.666429996,8.70800972,4.694926739,-4.284288883,-3.892767906,-3.603017569,-4.195192814,-3.145952463,-5.538876534,-1.408584595,3.608788013,-5.360219002,-12.22089481,-5.035912037,-1.604581356,-6.077991962,-6.252690792,-4.197548866,-3.994418859,-4.300759792,-4.565636158,-3.496786833,-2.33927846,-3.106878757,-2.72418499,-2.078884363,-3.432792902,-3.87831521,-2.502854109,-1.742799401,-3.918980837,-3.561223269,-1.938772321,-3.373250246,1331.695733,1647.144074,21.58955406,0.032871481,2867.890992,0.096652261,0.093044033,2
-438.8352356,97.9836731,-8.624710083,22.58839035,25.43739128,6.678690434,10.14467049,4.036430836,-8.077014923,-3.627192736,-1.754226685,-3.60689497,-1.253760219,-4.719668865,-0.868531048,2.558512211,-5.823354244,-10.05208778,-3.692544937,-1.870024204,-6.848043442,-7.019992352,-4.931137085,-3.278180838,-3.869754076,-5.308973312,-3.830785513,-2.510215998,-2.907339811,-2.065057039,-1.819456458,-3.667589426,-3.393795729,-2.059472084,-1.530582786,-4.121460438,-3.46514225,-1.361554503,-4.15910244,1500.354882,1754.363261,21.34753462,0.031809576,3148.914292,0.093447211,0.096111286,2
-448.4486389,103.9434738,-9.226685524,23.42818451,13.26339531,-0.233697563,8.611790657,5.726354122,-4.653648376,-2.744130135,-1.253705978,-2.965466738,-0.555566192,-5.395785809,-0.626316845,2.6308496,-4.477827072,-7.57951498,-6.045095444,-3.85772419,-5.037246227,-5.277233124,-5.008241653,-4.252375603,-3.7490623,-5.802228451,-4.639758587,-2.044109344,-3.289448738,-2.906246901,-2.510104895,-3.135505199,-2.629087687,-3.424435854,-1.476442337,-3.355589628,-3.624753475,-1.407513261,-4.157576561,1579.753372,2017.73294,20.8546427,0.051814951,3517.187065,0.074475863,0.108298665,2
-446.1141663,98.68938446,-9.080652237,16.16210365,15.71683025,0.313508868,5.588986397,4.895183563,-3.637502193,-2.011841297,-1.876884699,-4.543197632,-2.619991302,-5.969102383,1.851938009,6.897454262,-4.499466419,-8.959608078,-5.004155159,-2.955764055,-4.250405312,-5.160291195,-5.020251274,-4.010548115,-3.431838751,-5.621809006,-4.499873638,-2.534693718,-4.266504765,-2.560545683,-1.944983363,-3.860109806,-3.878120184,-3.16388154,-1.614506125,-4.316241741,-3.739290237,-1.46777904,-3.84544611,1548.986114,1871.535448,20.99159847,0.045774478,3295.330074,0.077356308,0.092239427,2
-413.6951904,95.98889923,-3.512245655,19.57486534,17.73893738,0.222421467,4.265178204,1.738645911,-3.769364119,-0.281656832,-2.103726625,-4.615415096,-1.51661098,-5.237203598,-0.215836227,4.913641453,-4.484822273,-8.176093102,-3.878999949,-2.448595524,-4.351322174,-4.759702682,-4.953765869,-4.430094242,-3.193824291,-5.52197361,-4.797440529,-2.222626448,-2.847633362,-1.824032784,-1.86272645,-3.712368011,-3.147214413,-1.732215762,-2.211148262,-4.548240662,-3.208050966,-2.018280029,-3.660894394,1463.442923,1735.642343,21.28570045,0.03251113,3055.739856,0.089591851,0.093299511,2
-404.8847656,92.47570038,-11.64001083,27.40229607,22.0802784,4.025465012,12.02908325,4.558403492,-6.982222557,-1.161456704,-0.305372119,-3.641453743,-1.620978236,-3.90873909,1.155613303,3.513972044,-6.124870777,-8.397096634,-2.806068182,-3.836240292,-6.673745155,-5.752198696,-5.477758408,-4.450044632,-3.563750982,-4.912678719,-4.808430672,-2.298033237,-2.600923061,-2.973422527,-1.834486246,-3.588191748,-4.288000584,-2.34710598,-1.528812528,-4.582631111,-3.7407794,-1.066292286,-3.915094137,1512.022517,1716.582689,21.76088032,0.021386662,3162.622543,0.085290264,0.092113578,2
-415.8433533,89.85320282,-11.27724648,24.7974472,17.97591209,2.804351568,7.251150608,-1.85128212,-9.076665878,-2.50000596,-4.113601685,-6.499321461,-1.042900681,-3.915506124,-0.660922766,2.011884212,-5.093546391,-7.021033287,-3.842363358,-2.942432404,-5.081440926,-5.781623363,-4.471318245,-3.362124443,-3.910134315,-4.569208145,-3.264158726,-1.98148632,-2.74686861,-2.287796736,-1.615018249,-3.06679368,-2.788505316,-2.053025484,-2.056524038,-4.264081001,-2.994268656,-0.854887426,-3.591392517,1582.072658,1802.822607,21.14615864,0.0229613,3270.655223,0.07638623,0.099513004,2
-395.7646484,80.96373749,-12.25139809,21.77564812,19.53093338,4.812874317,12.97196579,2.350927114,-8.117639542,-2.064930916,-1.315503359,-4.317069054,-1.97820878,-2.592990875,-0.992444694,0.987025201,-4.849202156,-8.0427742,-4.143271923,-3.268106461,-4.977116585,-4.577104568,-4.853518009,-4.011476517,-2.281382561,-4.066098213,-4.562044144,-1.540384173,-1.573598742,-2.361277819,-1.506891727,-2.346076727,-3.970355749,-2.762491465,-0.700613022,-3.655593634,-3.242605448,-0.931210101,-3.37665391,1617.321614,2031.01001,21.02745912,0.047634121,3633.011365,0.082037042,0.105582506,2
-419.7954712,126.8827362,0.020799572,27.28319359,25.33005142,2.069632292,8.054419518,3.686365366,-6.461292744,-0.653802156,-1.475753307,-8.998826981,-4.759260178,-1.480306745,1.947891116,2.034078598,-6.462109089,-9.519717216,-5.597182274,-4.661037922,-6.801227093,-6.186377525,-5.903728962,-3.899628639,-2.606921673,-7.158472061,-6.142242432,-1.688436866,-2.771421909,-3.273293972,-3.078510761,-3.884544611,-3.760083437,-2.806584597,-2.631438017,-5.402796745,-3.768205881,-2.056289911,-4.398621082,1177.24897,1240.41979,21.96510745,0.013993629,2205.311665,0.095713193,0.07073729,2
-420.5221558,98.95961761,-4.64654541,25.08552361,23.19307137,4.391598701,6.31869936,0.083927542,-5.780788898,-0.60564959,-2.507747889,-6.971254349,-2.887748003,-4.424134254,-0.638694823,3.793327093,-5.254938602,-9.795743942,-5.16541481,-3.083762646,-5.310890198,-5.278972626,-5.56194067,-4.41720295,-1.635936856,-4.930502415,-4.780170918,-1.306909323,-2.486718893,-1.760658264,-1.408502579,-3.291760445,-3.040368319,-1.718462348,-1.888790131,-4.667525768,-2.972017288,-1.6077106,-3.537936926,1333.398192,1656.275756,21.88031332,0.029853163,2817.157965,0.097419969,0.097810066,2
-404.4215088,68.51282501,-12.34640503,14.31894112,12.8223877,-0.183703318,3.640825272,-0.690502644,-6.440243721,-3.690965891,-3.420013428,-4.058569431,-1.808295608,-3.974912405,-3.042504549,-0.342156768,-3.929089546,-7.737060547,-5.363907814,-3.237782478,-4.301582336,-5.249596596,-5.794877529,-3.702843904,-2.832363844,-4.706023693,-3.663744688,-1.95508039,-2.515413284,-1.7299999,-1.08197546,-1.651765943,-1.605862737,-1.298404694,-0.899147034,-2.135865927,-0.984823406,-0.48620066,-2.001600504,1748.888088,2288.121534,20.62007915,0.051393017,4055.50881,0.090092999,0.120910078,2
-404.7168579,111.3235626,-15.63423061,20.92490196,14.13015175,0.056463521,9.274846077,4.076793194,-7.559987545,-2.631221294,-2.96048975,-8.411150932,-3.41825819,-6.944495201,0.48369047,5.676914692,-4.599021912,-8.23842907,-6.222587585,-3.795314074,-3.684699297,-3.522123098,-5.472434521,-4.782581806,-2.724158287,-5.418266296,-2.505933046,-1.738156319,-4.695911884,-1.272518992,-1.479471564,-3.39605546,-3.156059265,-3.896581173,-2.313509464,-4.242143631,-3.763784409,-2.456579447,-4.594512463,1394.214264,1638.231888,21.10386802,0.024500817,2879.574254,0.103386277,0.093084849,2
-416.8375549,91.46685028,-16.65223312,25.53071213,13.86061764,2.290441275,10.86412716,1.857666016,-8.921753883,-3.723446131,-1.656229377,-5.262417316,-1.521012187,-4.617676735,-0.670488238,2.246352673,-4.217572212,-6.817871094,-6.007321835,-3.80008173,-3.891499043,-3.914630175,-5.410505295,-5.003624916,-2.226854324,-3.997467041,-3.433797836,-1.674443603,-2.584818125,-1.188148856,-1.598985434,-3.195815086,-2.761111736,-2.604834318,-1.700892925,-4.297979832,-3.671228647,-1.857416749,-3.941550255,1529.90219,1890.606571,21.08385055,0.030009991,3342.329789,0.093288924,0.111872717,2
-416.0914307,102.9546738,-7.390316486,23.93461227,15.02671814,1.505841494,9.799846649,2.633324623,-6.805119991,-1.349226236,-2.282028913,-6.699651241,-3.254616737,-4.808719158,1.342265725,4.862854958,-4.168680668,-9.754793167,-6.760238647,-4.247320652,-4.1988554,-3.087948561,-6.04676342,-4.716294289,-2.300831795,-4.706073284,-3.28153944,-2.376180887,-2.790106297,-0.975707829,-1.382161856,-3.046271563,-3.302684784,-3.188845396,-2.555106878,-4.293410778,-3.386632204,-2.324862242,-4.475668907,1402.913509,1740.067231,21.26244793,0.034435909,2972.190361,0.088080551,0.102025838,2
-431.8200378,95.54834747,-14.33410263,22.51614189,16.35618591,3.00920105,11.07395077,2.809580803,-4.533475399,-1.096397519,-3.759451866,-6.081259727,-2.220819712,-3.815197945,0.585527122,3.238078594,-4.784399986,-9.048945427,-5.145450592,-2.211717129,-3.723793745,-5.174332142,-5.453475475,-3.445842028,-2.908574581,-4.679617882,-4.029129982,-1.816939831,-2.154415369,-1.675911307,-1.28089118,-3.31414032,-2.778343439,-1.862242937,-1.778634429,-3.757948875,-2.676177263,-1.041593313,-3.36191988,1483.034096,1879.333797,21.09875817,0.035216462,3280.763495,0.090147186,0.106439644,2
-425.7252808,101.8593292,-4.03745079,18.20298767,16.9176445,2.448085308,7.011376381,-0.460798979,-8.144280434,-1.346952915,-0.428194225,-5.090376854,-2.948503256,-4.031066895,-0.475936741,3.683146,-3.427751064,-8.446757317,-5.784896374,-2.846503019,-3.221553087,-4.65494442,-5.383926392,-3.963938951,-3.266308308,-5.170436859,-3.829846859,-2.118890047,-3.232430935,-1.47517693,-1.120889425,-3.376575232,-2.946181059,-2.479910851,-2.681267262,-4.03531456,-3.014935732,-2.202870369,-3.992704391,1500.133011,1861.44891,20.93653099,0.037922934,3284.780137,0.086485885,0.100023961,2
-406.8683167,91.62120056,0.927204132,26.33325005,20.06035995,1.160637975,3.158305883,-3.425526142,-6.855576992,-0.875751197,-1.949817061,-2.507088661,-0.306021392,-4.249301434,-1.518326879,0.595158339,-5.65310812,-7.736095905,-5.562358856,-4.626832962,-4.87596941,-5.258336544,-5.761537552,-4.922896385,-4.022292614,-4.241112709,-3.732559919,-2.57156086,-2.214644194,-1.909550428,-2.546946764,-3.59230566,-2.725562096,-2.62351656,-3.034155846,-3.916188717,-3.130182505,-2.147279978,-3.436708212,1435.493835,1699.487416,21.50769444,0.031491514,2952.573813,0.08807225,0.093125287,2
-389.8451538,97.3374176,-0.702685058,24.10832977,13.98731995,-3.128477573,3.036112309,-0.55630523,-5.800141811,-1.291019797,-0.382831246,-4.624555111,-3.653103828,-2.424423456,0.668338537,0.390438646,-5.134775639,-6.811225414,-5.19400692,-4.264296532,-4.654307842,-5.287769794,-4.611511707,-3.127224207,-4.566149235,-6.392906189,-4.686469555,-2.471829653,-2.759774208,-3.184511662,-3.217844486,-3.504935265,-3.471884489,-3.463787794,-2.696208239,-4.176860809,-3.316807508,-1.503822207,-3.8359828,1442.337438,1728.921111,21.57240926,0.034764376,3052.964872,0.102359485,0.094755663,2
-408.7627563,102.3902893,-9.927834511,25.59255791,16.88448143,-1.261927962,8.818675995,3.75976181,-8.197630882,-3.744441509,-0.497777551,-5.737083912,-5.269598484,-3.290008545,1.567772985,0.573424876,-5.561772346,-7.279948235,-5.703666687,-3.696836233,-5.016480446,-5.828886986,-5.20639801,-4.026790619,-3.266005278,-5.108613968,-4.758950233,-2.378092766,-2.95702219,-1.919773936,-1.434841156,-3.829496384,-3.412707329,-2.334550619,-2.512185574,-5.290119648,-3.811283112,-1.799932837,-4.764942646,1457.84748,1662.412458,21.38826397,0.024844784,3037.248301,0.105965609,0.090530065,2
-375.3278198,80.83827209,-2.672775507,24.10058212,19.99013138,1.397969961,6.143798351,3.819836617,-4.743449211,-2.328002453,-0.010347608,-4.443161488,-5.034794807,-3.682004452,0.419116378,0.848733604,-5.696736813,-8.888371468,-5.757491112,-3.655436277,-6.261989594,-6.230309486,-4.760442734,-4.612275124,-4.219423771,-5.583679676,-4.672140121,-2.518086433,-3.234745264,-2.7468431,-2.985176325,-4.020875931,-2.933298349,-2.006036997,-2.191151142,-4.27555275,-2.864467859,-1.230192304,-3.255153894,1440.865651,1688.383452,21.57643583,0.02602618,3029.723346,0.094383768,0.091195216,2
-386.2213135,79.88796234,-12.04620647,21.04990387,17.44813347,1.569608331,8.206380844,4.269996166,-3.638031721,-2.050798655,-3.130563736,-2.933400869,-2.10511446,-6.390361786,-1.110810876,2.927630186,-4.970826149,-10.92345333,-5.275408745,-2.007653475,-5.491792202,-5.587384701,-4.371697903,-3.507368088,-5.372837543,-6.128611565,-3.700434923,-3.227949381,-3.660307884,-2.289062023,-2.598162889,-4.726266384,-3.783212185,-3.0313797,-3.35852766,-4.541944504,-3.715114355,-2.551891565,-4.000314713,1372.680999,1694.008063,21.50770203,0.019810146,2942.582207,0.105143863,0.10365697,2
-411.7897644,97.16340637,-17.04805946,23.43209457,20.34302521,2.167110205,12.13612366,5.266563892,-3.700966358,-1.564300537,-3.481126308,-2.894209146,-0.773402154,-6.662038326,-1.510208845,4.562876701,-5.19457531,-10.75489902,-6.201604366,-4.283030987,-4.98332262,-5.176948071,-6.085998535,-4.455552578,-4.444366932,-5.602152824,-2.518750906,-2.644406557,-3.705596924,-1.284309745,-1.762226105,-2.965032578,-2.885590315,-2.817054749,-2.401884794,-4.42081213,-3.542798042,-2.008355141,-4.043382645,1342.858664,1636.045908,21.3212193,0.023747284,2841.816149,0.093608672,0.092588631,2
-422.9230957,82.32965851,-11.31872082,19.3732338,12.80083275,-0.85262996,10.31363678,0.976100862,-8.658483505,-4.108451843,-5.961978912,-4.652558804,-0.984360993,-5.377655983,-2.555997849,0.062363286,-4.714236736,-6.390924454,-4.440150738,-3.974940777,-4.735044479,-5.222070694,-4.535652161,-2.851339579,-4.331573486,-4.814459324,-2.745778561,-2.305476904,-2.803844452,-2.383862495,-2.281764507,-2.89533782,-2.360030651,-2.956323385,-2.76880312,-2.825297832,-2.678790092,-1.76255548,-2.45698595,1731.380394,2266.11106,20.75421751,0.058811978,4008.234096,0.077071299,0.120197308,2
-428.4339294,97.26468658,-13.36159229,25.42170525,19.63263321,3.318392515,11.39258385,2.742357492,-5.594437599,-3.7095294,-5.394650459,-3.823451996,-1.078881979,-5.52951479,-0.763138175,2.056320906,-6.450200558,-8.995207787,-4.641178608,-4.33588171,-5.19779253,-4.876736164,-6.428443432,-4.194025993,-2.978864908,-4.638268471,-3.618498802,-2.961376905,-2.781064272,-1.735286951,-2.999977112,-3.669035196,-2.194783449,-2.537772179,-2.091768503,-3.705514669,-3.756604671,-2.140599966,-3.779939413,1509.654974,1858.665535,21.06642854,0.042268064,3298.213389,0.080959669,0.091267778,2
-423.0075378,73.66227722,-17.43164063,18.959795,19.25588417,-2.264603376,5.503849983,1.007141948,-6.70416975,-2.370282412,-3.79130578,-4.20476532,-3.175377131,-6.201632977,-0.581291199,1.743385911,-5.049022198,-6.106544495,-4.317131996,-4.161447048,-3.861059427,-5.729502201,-6.507223606,-3.440304518,-3.251893759,-4.529191017,-3.594109058,-3.504608393,-3.234299898,-1.284145713,-1.660061598,-3.479743481,-2.649750948,-1.843220711,-2.462156534,-4.246067524,-3.068983555,-2.058798552,-3.869821548,1603.27954,1995.931618,21.41127817,0.038017187,3531.528645,0.088165132,0.108892766,2
-413.2509766,80.73643494,-0.169568509,19.60547256,17.88960266,1.982177734,7.362338543,3.228876829,-4.537015438,-2.029755354,-2.56736207,-4.157855511,-3.809420586,-5.303779125,0.292467535,2.986926079,-4.905624866,-7.757982731,-3.851263285,-3.439445257,-4.966607571,-5.250432968,-4.982188225,-2.954318523,-3.727473974,-6.026575565,-4.089981079,-2.712014198,-3.775053501,-2.382603407,-1.503301978,-3.882435322,-3.831300259,-1.934643984,-2.29718399,-4.170349598,-3.542284966,-2.180578709,-3.615214825,1555.523298,1959.282651,20.93394947,0.055708781,3402.28776,0.075635861,0.097690641,2
-451.9615784,89.85836792,-13.91702557,23.95683479,21.81085014,4.222285271,10.0936594,1.814533234,-8.163965225,-2.575456858,-0.650711596,-3.476545572,-3.477826357,-4.676243782,0.542324483,1.116938591,-5.471713066,-5.949354649,-3.253840446,-4.035020351,-6.461521149,-5.484823227,-4.574464321,-4.403410435,-3.753005981,-4.733986855,-3.986012459,-2.531226873,-2.89249444,-2.003617525,-1.661042333,-2.860558271,-3.204991579,-2.108392,-1.47812736,-4.354967594,-3.415608644,-1.666938543,-4.211426735,1695.017169,2099.891379,20.79132842,0.054487187,3800.235354,0.067951737,0.103107842,2
-418.3041687,79.99651337,6.832983494,30.17385292,20.1465168,3.345739126,5.798344612,-1.670278788,-5.095097065,-2.77911377,-3.163118362,-4.393929005,-4.912210464,-4.178669453,0.278378546,-0.055975474,-7.068329811,-7.310110092,-3.230139494,-3.364158869,-5.284889221,-5.368154049,-5.096214771,-4.37528038,-3.274279594,-4.683526516,-4.364031792,-2.951809645,-3.009577513,-1.946975708,-2.768676996,-3.214907885,-2.668398857,-2.491156101,-1.928055644,-3.90978694,-3.143244505,-2.31537509,-3.710759878,1519.163306,1841.237428,21.40944999,0.044834219,3211.413914,0.08632213,0.089825987,2
-429.6253357,74.93045044,-10.97902775,17.05540085,12.58819866,2.820363045,8.416790009,1.005126715,-8.387184143,-2.259469986,-0.557651401,-5.468668938,-2.46855092,-1.871366858,1.92014122,1.387325883,-4.702308655,-4.654471874,-3.408447266,-3.297845602,-3.538691282,-4.041025639,-4.78554821,-3.322146893,-1.862802744,-3.93859005,-4.127167702,-2.116965294,-2.499284983,-1.958114743,-2.029178858,-2.9383533,-2.640048981,-2.505045176,-1.375885725,-3.889667749,-2.939495802,-1.18148756,-4.229870319,1811.063063,2193.924268,20.47421139,0.045842551,4005.892444,0.074680757,0.110646723,2
-416.1660156,103.86026,-10.86608982,25.02574348,18.07463837,-0.124480017,7.354710102,2.616784334,-5.363485336,-1.556441784,-2.424727678,-3.114376545,-0.969817281,-5.840267181,0.50788939,4.420203686,-5.49388504,-9.695201874,-4.088602066,-2.475995302,-5.709936142,-5.702336788,-5.504189968,-3.475482464,-3.145512104,-6.075307846,-4.494820118,-2.181571007,-3.175823212,-2.3080616,-2.323415279,-4.154508114,-3.504337072,-2.590388775,-2.18170476,-4.640758514,-3.664446831,-1.599121094,-3.972908974,1402.16412,1669.184418,21.38382069,0.025018848,3025.231707,0.091911915,0.090423867,2
-429.6072083,80.48168945,-6.022299767,18.94023705,14.30535984,2.240954399,8.776265144,3.618405819,-4.161263466,-1.041660905,-0.143745229,-4.288482189,-3.611348867,-2.861553907,2.16872263,3.726113081,-3.731594324,-6.281085968,-3.876758099,-3.483202934,-4.500613689,-4.421598434,-4.280438423,-4.095702171,-3.531143904,-4.151603222,-4.09130764,-2.809201717,-3.356808424,-2.948369265,-2.22919631,-3.307187796,-3.364043474,-2.401498318,-2.137121201,-4.011519909,-2.573476076,-1.780881882,-4.156381607,1698.554221,1963.506772,20.93713877,0.03606962,3641.969644,0.081938688,0.096153236,2
-438.753479,99.12004089,0.144733816,25.96220779,21.40406036,3.155350447,7.945455551,1.521950722,-7.775810719,-3.426508427,-1.787871242,-3.358344793,-3.341602564,-4.798653126,2.871319771,3.914172173,-6.930016994,-7.889480591,-2.966869354,-3.400096178,-4.892597675,-5.536532879,-5.240788937,-2.940169573,-3.061738491,-5.515653133,-4.233576775,-1.28291595,-3.100453377,-3.680035114,-2.418395042,-3.591946602,-4.037338257,-2.872588634,-1.249603748,-4.419981003,-4.50480938,-1.829451203,-4.235425949,1471.272613,1796.4112,21.79052628,0.035080139,3171.230824,0.090181872,0.097961615,2
-445.7648926,84.64710999,0.454815835,22.25331306,18.60046959,0.236048386,4.501032829,3.313388824,-4.681038857,-3.106326342,-1.683037043,-3.394236565,-3.679403305,-2.811318874,1.304603696,1.340510845,-4.50726366,-7.647358894,-4.113739491,-3.177401781,-4.412083149,-3.881348372,-4.023258209,-2.954322577,-2.766022682,-3.903782845,-4.179027081,-2.657459736,-2.585460901,-3.23106885,-2.884131432,-3.780497074,-3.953108311,-3.00295186,-1.763044477,-3.392048597,-3.948094845,-2.167790413,-3.009772539,1687.728085,2100.024227,20.93979979,0.050095029,3777.085494,0.073194912,0.099104843,2
