MFCC[0],MFCC[1],MFCC[2],MFCC[3],MFCC[4],MFCC[5],MFCC[6],MFCC[7],MFCC[8],MFCC[9],MFCC[10],MFCC[11],MFCC[12],MFCC[13],MFCC[14],MFCC[15],MFCC[16],MFCC[17],MFCC[18],MFCC[19],Spectral_Bandwidth,Spectral_Centroid,Spectral_Contrast,Spectral_Flatness,Spectral_Rolloff,Tempogram,Zero_Crossing_Rate,Label
-432.3817749,81.84742737,23.59992218,-1.575004816,-14.48308372,-18.51000404,-6.206085682,-7.563682079,-20.44371223,-1.208352804,-10.37707901,-0.630675018,-5.996265411,-3.549816132,-7.384248734,-7.522212982,-2.540754557,-2.449134827,-1.508040428,-2.617539406,1464.308991,1746.480488,21.16838864,0.15742211,2742.883414,0.102367453,0.089458265,1
-468.0638123,93.80154419,19.63254356,3.56878233,-10.62219143,-22.131567,-7.203436375,-7.234292507,-22.50888062,1.680824518,-10.201684,0.138783246,-6.94948864,-3.941351891,-7.15089798,-10.21934986,-0.734015405,-1.883513212,0.652856588,-0.991843045,1607.601183,1872.919554,20.16599468,0.146096945,3056.681517,0.088870679,0.067837836,1
-464.7780457,97.44377899,17.91078758,1.892004848,-10.82354069,-22.34381866,-9.280268669,-5.228335857,-22.04469299,3.406912088,-10.15049648,-0.410585016,-7.284954548,-3.719203472,-6.186835766,-9.357152939,-1.000361085,-4.073456287,-1.29294765,-3.605431318,1499.186841,1711.862208,20.43017621,0.165290684,2788.76647,0.094541828,0.065078972,1
-454.3978271,108.8765717,29.505476,8.89047718,-13.42395687,-15.87470055,-10.81224728,-9.764602661,-14.67400932,4.655743599,-10.36970329,2.307889938,-8.744655609,-0.775598109,-7.839199543,-13.19426918,0.647326231,-8.198233604,-4.572244644,-1.910381436,1591.555619,1869.208897,20.60150127,0.092604741,2966.815393,0.095205476,0.089777235,1
-431.1243286,108.3882751,30.56933975,-0.506877482,-14.99909878,-16.31727791,-10.92858219,-10.76684475,-16.73784637,6.43448782,-12.99899197,2.96529007,-10.30409908,-0.097546674,-5.263796806,-12.31849575,0.196150839,-6.269812584,-4.000276089,-1.701046824,1692.640969,1822.707408,20.32713011,0.122707009,3022.115059,0.103835005,0.088116625,1
-417.6248474,103.5440216,24.12427521,14.06825638,-10.37120724,-21.2677269,-12.48099136,-8.903896332,-18.60562515,5.405766964,-12.79418087,4.044872761,-11.10015106,-0.919018805,-6.835765362,-13.4810009,0.742962599,-7.309864521,-5.403942585,-1.228722215,1751.299154,2021.902721,21.46282187,0.048339814,3209.630592,0.113205476,0.108774852,1
-463.2274475,84.29338837,20.06276894,2.845528841,-18.04512215,-20.75555992,-1.660240293,-4.233153343,-16.85711288,3.2981143,-16.992239,7.360575199,-9.864678383,-2.25774765,-6.706319332,-7.940502167,-4.244657516,-1.357819915,-3.558489799,-1.492961407,1902.97648,2308.075616,19.51238462,0.174380422,3919.592965,0.105207263,0.09957385,1
-455.8186035,80.69888306,29.44773674,19.11177826,-11.85500813,-26.63154793,-1.261402965,-7.341163635,-19.83627892,1.759744406,-19.16824341,10.9574995,-12.81185913,-2.289550304,-8.935634613,-9.122458458,-4.023595333,-1.534472585,-4.791017056,-0.238303736,2026.338149,2309.028937,21.57228006,0.054742392,3963.759365,0.109978911,0.121692386,1
-438.0632629,77.89912415,27.94895363,24.22666168,-10.27403545,-30.6395607,-6.187938213,-5.900877476,-21.42887306,-0.057204492,-18.7442379,10.8500948,-11.81974983,-2.793036699,-6.700103283,-10.17740059,-4.133888245,-1.085052133,-3.079961777,-1.759413242,2069.152876,2205.178719,22.0157937,0.036480062,3921.02629,0.117656378,0.106514851,1
-442.7124023,84.63085175,21.17167091,17.99261665,-12.59258175,-33.96798706,-4.743391514,-2.191874027,-21.62210655,2.590829849,-19.55872345,10.70378685,-11.53318119,-3.880090714,-6.882220745,-10.44799519,-2.613851547,-1.385590434,-3.438127279,-0.021493303,2009.435583,2014.299962,21.63481879,0.099363759,3718.027518,0.10454682,0.086285193,1
-473.5735168,68.72711945,31.53678322,20.44992638,-5.565049171,-25.85822868,-7.172529697,-1.753211379,-18.58543015,3.197350264,-14.69300842,8.310714722,-9.13657856,-0.098550424,-9.009264946,-9.036167145,-3.587297678,-2.45850563,-3.454310179,-1.960010409,1856.275439,2356.172191,20.6662032,0.134420007,3867.759946,0.103999892,0.128464832,1
-453.6566467,92.1908493,23.28648567,22.24313736,-5.009879112,-35.23020172,-7.378546238,0.26848051,-19.874897,2.396110058,-18.47504425,7.6089077,-9.349169731,-0.070739888,-9.33053875,-11.23343277,-0.409981072,-5.285301685,-4.525774956,-2.18291688,1850.880061,1988.71713,21.5912153,0.089044236,3347.779756,0.120457943,0.088831662,1
-405.7982788,98.06411743,23.31126404,25.67088699,-3.826007366,-38.53749466,-10.63359737,-3.411373854,-22.22886848,4.453696728,-21.84659576,9.545378685,-11.27766132,0.301078916,-10.02877808,-13.02735615,-0.307124227,-4.65237999,-4.92236805,-1.665648222,1912.119745,1779.448184,22.59621829,0.041084152,3175.997462,0.109281131,0.083417485,1
-431.9335327,90.59941864,20.83918381,13.06146622,-7.949167252,-25.59685898,-7.640771866,-3.231212854,-16.20921898,2.248228312,-17.9139328,2.283620596,-7.680691242,-2.166648626,-8.846018791,-10.7671833,-3.983029604,-3.326640606,-3.522275448,-3.94212389,1669.805815,1789.548445,21.07019647,0.122170746,2925.115646,0.109423663,0.079541469,1
-426.5128784,91.14102173,28.38698769,21.22456932,-5.341588974,-30.90539742,-11.84318924,-1.789629817,-20.21973038,1.054721475,-19.50490761,8.650789261,-8.467177391,-1.495881319,-7.677689552,-12.19372559,-1.540463448,-3.661927938,-3.895714998,-2.075298548,1834.358592,1967.700844,22.0907821,0.071196645,3326.346553,0.107788487,0.107214771,1
-447.2393494,77.07143402,19.97763062,12.18827724,-11.6168499,-22.96576881,-8.224700928,-2.088346481,-15.06083393,0.367492378,-14.1127367,4.193800926,-6.314027786,-2.848771095,-5.500261784,-8.946843147,-2.634227514,-1.375957966,-2.064024448,-1.483496428,1531.790416,1712.922192,19.93912287,0.220445752,2891.749181,0.10493596,0.072555873,1
-384.8347473,88.59635925,23.60982323,12.91425419,-22.8451767,-28.34984589,-13.14690113,-3.177007198,-18.00914192,3.344100237,-16.13894463,-1.187894583,-10.45314789,-3.640952349,-4.028698444,-12.14203072,-3.23707366,-5.831161022,-6.748062611,1.141449928,1951.481958,1888.096477,22.37958966,0.008790671,3401.379432,0.114157228,0.098370531,1
-379.1098938,82.79021454,24.79487038,10.3168869,-21.67880249,-30.69768333,-16.79363632,0.442694694,-21.72334099,3.055811882,-15.58377743,1.585534573,-11.73500347,-1.620630264,-2.730225563,-11.32113457,-0.969990075,-3.400386095,-7.058213711,4.661295891,2035.320038,2212.459041,21.5926927,0.055127189,3889.226482,0.128952788,0.113837558,1
-397.6358337,93.40097046,22.07441521,9.266320229,-24.12496758,-25.02241325,-16.91215134,-0.70068872,-18.65304375,3.303964615,-15.2266531,-0.430587351,-9.511228561,-4.477853298,-2.823025942,-12.61106586,-1.223142028,-5.313150883,-6.378831387,1.831412911,1970.133361,2119.436716,21.63479453,0.027712898,3681.644404,0.117127403,0.10613768,1
-377.5822754,83.52996826,13.77991676,9.272879601,-23.39784431,-25.54159546,-18.9674778,-0.938268125,-20.62424278,3.988095999,-16.16588783,0.228602365,-12.37301922,-2.425638676,-2.549220085,-12.06634903,-1.191829205,-5.866338253,-6.036468506,0.858160734,2011.492158,2183.1073,21.75058253,0.023665437,3790.977076,0.135055623,0.121034793,1
-411.1188049,89.2951355,21.18615341,4.728144169,-20.11662292,-23.13685799,-15.11998749,-2.639418125,-21.20483589,1.823899984,-13.76303577,-1.811323285,-12.6882782,-2.007030249,-7.539930344,-9.913445473,-4.040726662,-4.788212299,-6.499248028,-2.285925388,2040.635771,2251.018172,21.27270941,0.049780741,3978.942607,0.12706677,0.130331789,1
-431.7547302,106.1948547,30.03899002,6.594526291,-23.3035984,-26.33534241,-5.926994324,-1.76346612,-23.35867882,-1.369129181,-10.03074837,-2.542443514,-9.968590736,-3.693098545,-7.508901119,-10.94960785,-6.537992001,-0.758902848,-7.543815136,0.634831786,1712.811579,1932.61904,21.78974917,0.021178639,3141.714336,0.136240621,0.119213187,1
-390.414856,102.22258,27.58771133,10.62805271,-20.2046032,-31.71139717,-13.9874649,-0.578271747,-25.46657944,-0.526691854,-9.138450623,-2.903013945,-11.87122536,-0.938179135,-9.766651154,-10.66778851,-6.12688446,-2.924606562,-4.595952034,-0.83619374,1718.525642,1843.837839,22.6791314,0.007681733,2984.781951,0.145106059,0.11807336,1
-397.1014404,105.3803558,22.56030655,7.861518383,-25.03674126,-30.41333771,-9.387163162,0.058484625,-25.70519066,-1.141125083,-10.70761871,-2.70964241,-8.759266853,-2.146507978,-7.448664188,-9.907217026,-7.061507702,-1.352121592,-6.361867905,-0.518803716,1701.488216,1816.576197,21.58876741,0.02263199,3055.331525,0.129889365,0.110679603,1
-415.6714478,106.8085785,14.89541721,2.660222054,-14.70921135,-21.05911255,-11.28142357,-2.003610611,-13.01516533,-5.277858257,-6.83817482,-2.425982714,-9.487060547,-1.690783024,-4.935883045,-7.944863319,-1.899931312,-6.82914257,-5.572468758,0.287816763,1640.579275,1760.743228,19.68579522,0.068199217,3098.581263,0.113692164,0.093692555,1
-386.0634766,116.8085785,14.93562412,2.971142054,-17.28620911,-24.77164078,-16.54358864,-5.135355949,-11.49331665,-3.823476076,-9.448466301,-3.343846083,-11.21771812,0.226742342,-6.04319334,-10.09833336,-0.206683695,-10.35666847,-6.419583321,-1.852649927,1499.282972,1398.828548,21.00638865,0.006429725,2383.218922,0.131811691,0.08103957,1
